Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
10/14/2020,2,Hartford,16058,15344,714,1799,61,1445,1123,322
10/14/2020,3,Litchfield,1959,1867,92,1082,0,143,122,21
10/14/2020,4,Middlesex,1733,1661,72,1065,8,193,154,39
10/14/2020,5,New Haven,15310,14763,547,1785,46,1119,962,157
10/14/2020,6,New London,2924,2834,90,1096,23,129,98,31
10/14/2020,7,Tolland,1539,1428,111,1020,1,67,52,15
10/14/2020,8,Windham,1193,1177,16,1019,4,17,16,1
10/15/2020,1,Fairfield,21368,20503,865,2264,48,1427,1113,314
10/15/2020,2,Hartford,16273,15551,722,1823,54,1445,1123,322
10/15/2020,3,Litchfield,1991,1900,91,1099,0,143,122,21
10/15/2020,4,Middlesex,1754,1681,73,1078,4,194,155,39
10/15/2020,5,New Haven,15455,14904,551,1802,49,1119,962,157
10/15/2020,6,New London,3083,2994,89,1156,23,130,98,32
10/15/2020,7,Tolland,1565,1453,112,1037,1,67,52,15
10/15/2020,8,Windham,1216,1201,15,1039,5,17,16,1
10/18/2020,1,Fairfield,21674,20791,883,2296,51,1429,1115,314
10/18/2020,2,Hartford,16568,15833,735,1856,65,1449,1126,323
10/18/2020,3,Litchfield,2033,1942,91,1123,1,143,122,21
10/18/2020,4,Middlesex,1809,1733,76,1112,4,195,156,39
10/18/2020,5,New Haven,15680,15110,570,1828,46,1120,963,157
10/18/2020,6,New London,3234,3145,89,1212,20,134,102,32
10/18/2020,7,Tolland,1600,1486,114,1060,3,67,52,15
10/18/2020,8,Windham,1266,1251,15,1082,5,17,16,1
10/19/2020,1,Fairfield,21754,20873,881,2305,54,1428,1114,314
10/19/2020,2,Hartford,16717,15975,742,1873,71,1453,1131,322
10/19/2020,3,Litchfield,2051,1958,93,1132,2,143,122,21
10/19/2020,4,Middlesex,1830,1752,78,1125,5,196,157,39
10/19/2020,5,New Haven,15792,15225,567,1841,54,1120,963,157
10/19/2020,6,New London,3281,3192,89,1230,24,134,102,32
10/19/2020,7,Tolland,1617,1498,119,1071,3,68,53,15
10/19/2020,8,Windham,1272,1257,15,1087,4,17,16,1
10/20/2020,1,Fairfield,21898,21014,884,2320,53,1429,1115,314
10/20/2020,2,Hartford,16795,16051,744,1881,76,1459,1137,322
10/20/2020,3,Litchfield,2064,1971,93,1140,2,143,122,21
10/20/2020,4,Middlesex,1838,1758,80,1130,3,196,157,39
10/20/2020,5,New Haven,15876,15305,571,1851,51,1121,964,157
10/20/2020,6,New London,3329,3238,91,1248,22,134,102,32
10/20/2020,7,Tolland,1638,1517,121,1085,3,68,53,15
10/20/2020,8,Windham,1280,1263,17,1094,3,17,16,1
10/21/2020,1,Fairfield,22088,21195,893,2340,55,1429,1115,314
10/21/2020,2,Hartford,16911,16164,747,1894,82,1459,1137,322
10/21/2020,3,Litchfield,2086,1992,94,1152,3,143,122,21
10/21/2020,4,Middlesex,1853,1772,81,1139,3,196,157,39
10/21/2020,5,New Haven,15952,15373,579,1860,60,1122,964,158
10/21/2020,6,New London,3386,3296,90,1269,23,135,103,32
10/21/2020,7,Tolland,1655,1533,122,1097,2,68,53,15
10/21/2020,8,Windham,1305,1288,17,1115,4,17,16,1
10/22/2020,1,Fairfield,22322,21408,914,2365,56,1430,1116,314
10/22/2020,2,Hartford,17062,16311,751,1911,83,1464,1142,322
10/22/2020,3,Litchfield,2116,2022,94,1168,2,143,122,21
10/22/2020,4,Middlesex,1873,1790,83,1151,2,196,157,39
10/22/2020,5,New Haven,16073,15477,596,1874,63,1123,965,158
10/22/2020,6,New London,3456,3364,92,1295,23,136,103,33
10/22/2020,7,Tolland,1689,1567,122,1119,2,68,53,15
10/22/2020,8,Windham,1324,1307,17,1131,2,17,16,1
10/25/2020,1,Fairfield,22893,21994,899,2426,66,1431,1116,315
10/25/2020,2,Hartford,17516,16754,762,1962,95,1469,1146,323
10/25/2020,3,Litchfield,2192,2099,93,1210,1,143,122,21
10/25/2020,4,Middlesex,1937,1853,84,1191,4,196,157,39
10/25/2020,5,New Haven,16594,15997,597,1935,75,1126,968,158
10/25/2020,6,New London,3660,3567,93,1372,24,138,104,34
10/25/2020,7,Tolland,1724,1599,125,1142,2,68,53,15
10/25/2020,8,Windham,1394,1377,17,1191,3,17,16,1
10/26/2020,1,Fairfield,23090,22166,924,2446,68,1433,1117,316
10/26/2020,2,Hartford,17672,16895,777,1980,106,1470,1146,324
10/26/2020,3,Litchfield,2209,2112,97,1220,1,143,122,21
10/26/2020,4,Middlesex,1957,1870,87,1203,3,197,158,39
10/26/2020,5,New Haven,16715,16108,607,1949,83,1126,968,158
10/26/2020,6,New London,3695,3600,95,1385,24,140,106,34
10/26/2020,7,Tolland,1738,1613,125,1152,3,68,53,15
10/26/2020,8,Windham,1408,1391,17,1203,4,18,17,1
10/27/2020,1,Fairfield,23280,22340,940,2467,69,1435,1119,316
10/27/2020,2,Hartford,17783,17005,778,1992,114,1474,1151,323
10/27/2020,3,Litchfield,2228,2127,101,1230,2,143,122,21
10/27/2020,4,Middlesex,1965,1878,87,1208,4,197,158,39
10/27/2020,5,New Haven,16837,16220,617,1963,90,1128,970,158
10/27/2020,6,New London,3715,3620,95,1393,22,140,106,34
10/27/2020,7,Tolland,1750,1623,127,1160,2,68,53,15
10/27/2020,8,Windham,1419,1401,18,1213,6,19,18,1
10/28/2020,1,Fairfield,23895,22538,1357,2532,77,1435,1119,316
10/28/2020,2,Hartford,17995,17129,866,2016,119,1479,1156,323
10/28/2020,3,Litchfield,2279,2135,144,1258,2,143,122,21
10/28/2020,4,Middlesex,1992,1898,94,1224,4,197,158,39
10/28/2020,5,New Haven,17156,16338,818,2000,92,1128,970,158
10/28/2020,6,New London,3765,3660,105,1411,18,140,106,34
10/28/2020,7,Tolland,1764,1631,133,1169,2,68,53,15
10/28/2020,8,Windham,1445,1425,20,1235,7,19,18,1
10/29/2020,1,Fairfield,24155,22737,1418,2559,83,1436,1120,316
10/29/2020,2,Hartford,18184,17297,887,2037,117,1481,1158,323
10/29/2020,3,Litchfield,2305,2158,147,1273,2,144,123,21
10/29/2020,4,Middlesex,2018,1922,96,1240,5,197,158,39
10/29/2020,5,New Haven,17352,16489,863,2023,96,1128,970,158
10/29/2020,6,New London,3803,3695,108,1425,17,143,108,35
10/29/2020,7,Tolland,1780,1648,132,1179,3,68,53,15
10/29/2020,8,Windham,1469,1449,20,1255,6,19,18,1
11/01/2020,1,Fairfield,25048,23429,1619,2654,93,1439,1122,317
11/01/2020,2,Hartford,18739,17808,931,2099,103,1488,1164,324
11/01/2020,3,Litchfield,2404,2248,156,1327,0,145,124,21
11/01/2020,4,Middlesex,2092,1996,96,1286,5,197,158,39
11/01/2020,5,New Haven,18048,17105,943,2104,112,1128,970,158
11/01/2020,6,New London,3955,3848,107,1482,18,142,108,34
11/01/2020,7,Tolland,1825,1689,136,1209,0,68,53,15
11/01/2020,8,Windham,1528,1506,22,1306,9,19,18,1
11/02/2020,1,Fairfield,25365,23729,1636,2687,107,1442,1125,317
11/02/2020,2,Hartford,19043,18083,960,2133,111,1491,1167,324
11/02/2020,3,Litchfield,2430,2274,156,1342,1,145,124,21
11/02/2020,4,Middlesex,2129,2029,100,1309,9,197,158,39
11/02/2020,5,New Haven,18244,17292,952,2127,127,1130,972,158
11/02/2020,6,New London,4041,3933,108,1515,19,143,109,34
11/02/2020,7,Tolland,1849,1710,139,1225,0,68,53,15
11/02/2020,8,Windham,1557,1532,25,1330,7,19,18,1
11/03/2020,1,Fairfield,25538,23890,1648,2706,96,1443,1126,317
11/03/2020,2,Hartford,19131,18168,963,2143,118,1496,1172,324
11/03/2020,3,Litchfield,2448,2290,158,1352,4,145,124,21
11/03/2020,4,Middlesex,2145,2047,98,1319,8,197,158,39
11/03/2020,5,New Haven,18374,17403,971,2142,121,1132,974,158
11/03/2020,6,New London,4068,3959,109,1525,17,144,110,34
11/03/2020,7,Tolland,1864,1722,142,1235,0,68,53,15
11/03/2020,8,Windham,1566,1540,26,1338,10,20,19,1
11/04/2020,1,Fairfield,26120,24226,1894,2767,107,1445,1127,318
11/04/2020,2,Hartford,19511,18399,1112,2186,116,1498,1173,325
11/04/2020,3,Litchfield,2531,2350,181,1397,4,146,125,21
11/04/2020,4,Middlesex,2182,2077,105,1341,2,198,159,39
11/04/2020,5,New Haven,18862,17722,1140,2199,122,1135,976,159
11/04/2020,6,New London,4141,4009,132,1552,20,146,112,34
11/04/2020,7,Tolland,1922,1743,179,1274,0,68,53,15
11/04/2020,8,Windham,1589,1558,31,1358,9,20,19,1
11/05/2020,1,Fairfield,26435,24473,1962,2801,110,1447,1128,319
11/05/2020,2,Hartford,19769,18645,1124,2215,113,1505,1179,326
11/05/2020,3,Litchfield,2559,2378,181,1413,3,146,125,21
11/05/2020,4,Middlesex,2231,2124,107,1371,8,198,159,39
11/05/2020,5,New Haven,19154,17984,1170,2233,134,1137,978,159
11/05/2020,6,New London,4220,4084,136,1582,25,149,115,34
11/05/2020,7,Tolland,1940,1757,183,1285,0,68,53,15
11/05/2020,8,Windham,1610,1580,30,1376,9,21,20,1
11/08/2020,1,Fairfield,27652,25529,2123,2930,142,1450,1129,321
11/08/2020,2,Hartford,20409,19252,1157,2286,124,1518,1192,326
11/08/2020,3,Litchfield,2704,2514,190,1493,7,148,127,21
11/08/2020,4,Middlesex,2335,2219,116,1435,8,198,159,39
11/08/2020,5,New Haven,20053,18818,1235,2338,180,1144,982,162
11/08/2020,6,New London,4326,4186,140,1622,25,150,116,34
11/08/2020,7,Tolland,1991,1805,186,1319,2,68,53,15
11/08/2020,8,Windham,1685,1656,29,1440,8,21,20,1
11/09/2020,1,Fairfield,28178,26036,2142,2986,155,1451,1130,321
11/09/2020,2,Hartford,20768,19605,1163,2326,143,1522,1194,328
11/09/2020,3,Litchfield,2777,2582,195,1533,8,148,127,21
11/09/2020,4,Middlesex,2396,2277,119,1473,6,197,158,39
11/09/2020,5,New Haven,20434,19165,1269,2383,197,1148,985,163
11/09/2020,6,New London,4397,4256,141,1648,27,151,117,34
11/09/2020,7,Tolland,2031,1843,188,1346,2,68,53,15
11/09/2020,8,Windham,1715,1687,28,1465,10,22,21,1
11/10/2020,1,Fairfield,28731,26552,2179,3044,156,1451,1130,321
11/10/2020,2,Hartford,21212,20037,1175,2376,149,1525,1196,329
11/10/2020,3,Litchfield,2844,2635,209,1570,8,148,127,21
11/10/2020,4,Middlesex,2442,2320,122,1501,9,197,158,39
11/10/2020,5,New Haven,20892,19559,1333,2436,221,1151,987,164
11/10/2020,6,New London,4475,4335,140,1677,29,154,119,35
11/10/2020,7,Tolland,2089,1901,188,1384,2,68,53,15
11/10/2020,8,Windham,1738,1710,28,1485,10,22,21,1
11/11/2020,1,Fairfield,29008,26739,2269,3073,163,1455,1134,321
11/11/2020,2,Hartford,21516,20301,1215,2410,156,1525,1197,328
11/11/2020,3,Litchfield,2906,2682,224,1605,7,149,128,21
11/11/2020,4,Middlesex,2494,2360,134,1533,13,197,158,39
11/11/2020,5,New Haven,21237,19803,1434,2476,241,1155,987,168
11/11/2020,6,New London,4518,4376,142,1694,30,154,119,35
11/11/2020,7,Tolland,2125,1925,200,1408,1,68,53,15
11/11/2020,8,Windham,1776,1747,29,1518,6,23,22,1
11/12/2020,1,Fairfield,29842,27540,2302,3162,176,1454,1133,321
11/12/2020,2,Hartford,22083,20840,1243,2474,155,1532,1202,330
11/12/2020,3,Litchfield,3010,2781,229,1662,7,149,128,21
11/12/2020,4,Middlesex,2602,2465,137,1599,18,197,158,39
11/12/2020,5,New Haven,22015,20550,1465,2567,261,1157,989,168
11/12/2020,6,New London,4668,4527,141,1750,33,155,120,35
11/12/2020,7,Tolland,2209,2004,205,1464,2,69,54,15
11/12/2020,8,Windham,1837,1806,31,1570,7,24,23,1
11/15/2020,1,Fairfield,31212,28814,2398,3307,230,1459,1137,322
11/15/2020,2,Hartford,23266,21972,1294,2606,165,1538,1208,330
11/15/2020,3,Litchfield,3222,2986,236,1779,11,150,129,21
11/15/2020,4,Middlesex,2804,2652,152,1724,18,197,158,39
11/15/2020,5,New Haven,23113,21564,1549,2695,285,1167,998,169
11/15/2020,6,New London,4906,4766,140,1839,37,155,120,35
11/15/2020,7,Tolland,2389,2169,220,1583,2,69,54,15
11/15/2020,8,Windham,1951,1915,36,1667,9,24,23,1
11/16/2020,1,Fairfield,31773,29236,2537,3366,231,1460,1138,322
11/16/2020,2,Hartford,23636,22300,1336,2648,173,1541,1211,330
11/16/2020,3,Litchfield,3299,3047,252,1822,11,155,134,21
11/16/2020,4,Middlesex,2863,2708,155,1760,19,197,158,39
11/16/2020,5,New Haven,23593,21916,1677,2751,294,1168,999,169
11/16/2020,6,New London,4968,4828,140,1862,38,155,120,35
11/16/2020,7,Tolland,2418,2191,227,1602,1,70,55,15
11/16/2020,8,Windham,2000,1961,39,1709,10,25,24,1
11/17/2020,1,Fairfield,32369,29809,2560,3430,243,1463,1140,323
11/17/2020,2,Hartford,24154,22794,1360,2706,182,1544,1214,330
11/17/2020,3,Litchfield,3381,3129,252,1867,15,155,134,21
11/17/2020,4,Middlesex,2935,2775,160,1804,21,197,158,39
11/17/2020,5,New Haven,24115,22411,1704,2812,304,1172,1003,169
11/17/2020,6,New London,5112,4966,146,1916,42,157,120,37
11/17/2020,7,Tolland,2495,2264,231,1653,1,71,56,15
11/17/2020,8,Windham,2059,2019,40,1759,8,25,24,1
11/18/2020,1,Fairfield,33067,30431,2636,3504,248,1466,1142,324
11/18/2020,2,Hartford,24706,23322,1384,2768,195,1548,1217,331
11/18/2020,3,Litchfield,3500,3232,268,1933,15,156,135,21
11/18/2020,4,Middlesex,3025,2861,164,1859,20,197,158,39
11/18/2020,5,New Haven,24733,22915,1818,2884,310,1180,1010,170
11/18/2020,6,New London,5256,5101,155,1970,44,162,120,42
11/18/2020,7,Tolland,2573,2337,236,1705,1,71,56,15
11/18/2020,8,Windham,2118,2078,40,1810,7,25,24,1
11/19/2020,1,Fairfield,33648,30931,2717,3565,238,1471,1145,326
11/19/2020,2,Hartford,25182,23774,1408,2821,203,1553,1222,331
11/19/2020,3,Litchfield,3602,3318,284,1989,15,156,135,21
11/19/2020,4,Middlesex,3145,2979,166,1933,20,197,158,39
11/19/2020,5,New Haven,25248,23279,1969,2944,316,1190,1017,173
11/19/2020,6,New London,5352,5195,157,2006,47,163,120,43
11/19/2020,7,Tolland,2665,2424,241,1766,2,72,57,15
11/19/2020,8,Windham,2161,2120,41,1847,7,26,24,2
11/22/2020,1,Fairfield,35272,32447,2825,3737,241,1477,1150,327
11/22/2020,2,Hartford,26424,24960,1464,2960,220,1570,1238,332
11/22/2020,3,Litchfield,3853,3558,295,2127,16,160,139,21
11/22/2020,4,Middlesex,3358,3181,177,2064,24,200,160,40
11/22/2020,5,New Haven,26531,24389,2142,3094,321,1202,1027,175
11/22/2020,6,New London,5592,5435,157,2096,46,163,120,43
11/22/2020,7,Tolland,2824,2567,257,1871,2,72,57,15
11/22/2020,8,Windham,2313,2272,41,1976,5,27,24,3
11/23/2020,1,Fairfield,35494,32656,2838,3761,259,1478,1150,328
11/23/2020,2,Hartford,26555,25089,1466,2975,220,1573,1241,332
11/23/2020,3,Litchfield,3908,3606,302,2158,17,160,139,21
11/23/2020,4,Middlesex,3375,3198,177,2075,23,200,160,40
11/23/2020,5,New Haven,26643,24477,2166,3107,314,1207,1031,176
11/23/2020,6,New London,5648,5491,157,2117,45,163,120,43
11/23/2020,7,Tolland,2850,2597,253,1888,5,72,57,15
11/23/2020,8,Windham,2342,2299,43,2001,8,28,24,4
11/24/2020,1,Fairfield,36037,33157,2880,3818,292,1488,1158,330
11/24/2020,2,Hartford,27061,25551,1510,3031,245,1587,1252,335
11/24/2020,3,Litchfield,4015,3703,312,2217,18,160,139,21
11/24/2020,4,Middlesex,3441,3257,184,2115,27,203,163,40
11/24/2020,5,New Haven,27092,24890,2202,3159,328,1222,1042,180
11/24/2020,6,New London,5731,5573,158,2148,48,165,121,44
11/24/2020,7,Tolland,2901,2641,260,1922,4,73,58,15
11/24/2020,8,Windham,2379,2334,45,2033,6,28,24,4
11/26/2020,1,Fairfield,37071,34138,2933,3928,301,1491,1160,331
11/26/2020,2,Hartford,27844,26321,1523,3119,242,1595,1258,337
11/26/2020,3,Litchfield,4231,3904,327,2336,18,161,140,21
11/26/2020,4,Middlesex,3567,3374,193,2193,20,206,165,41
11/26/2020,5,New Haven,27925,25649,2276,3256,367,1238,1054,184
11/26/2020,6,New London,5867,5702,165,2199,55,168,121,47
11/26/2020,7,Tolland,2977,2715,262,1973,4,74,59,15
11/26/2020,8,Windham,2468,2423,45,2109,10,28,24,4
